City_ID,City,Country,Lat,Lng,Max Temp,Current Description,Hotel Name
439,Viedma,AR,-40.8135,-62.9967,81.93,few clouds,Hotel Cristal
441,Oussouye,SN,12.485,-16.5469,84.2,clear sky,Auberge du Routard
442,Odweyne,SO,9.4092,45.06399999999999,76.21,scattered clouds,Eng Hiirey House
445,Bonthe,SL,7.5264,-12.505,80.64,clear sky,Bonthe Holiday Village
446,Tiarei,PF,-17.5333,-149.3333,82.4,light rain,Le Rocher de Tahiti
451,Rio Claro,BR,-22.4114,-47.5614,82.4,clear sky,Hotel Vivendas Rio Claro by Atlantica
458,Samana,DO,19.2056,-69.3369,84.2,few clouds,The Bannister - Hotel & Yacht Club
459,Praia,CV,14.9215,-23.5087,77.0,clear sky,LT Aparthotel
461,Rengo,CL,-34.4167,-70.8667,82.4,clear sky,Hostal Cartagena
463,Tabou,CI,4.423,-7.3528,78.98,light rain,hotêl doufoulougou
466,Poya,NC,-21.35,165.15,76.75,overcast clouds,
468,Grand-Bourg,GP,15.8835,-61.3148,82.4,broken clouds,Coco Beach Resort
474,Mahe,IN,11.7,75.5333,78.08,overcast clouds,Mahi Midas
480,Prainha,BR,-1.8,-53.48,84.2,overcast clouds,Casa Rocha
482,Manaure,CO,11.7751,-72.4445,85.91,overcast clouds,Hotel Palaaima
484,Puerto Princesa,PH,9.7392,118.7353,78.42,few clouds,Deep Forest Garden Inn
485,Coahuayana,MX,18.7333,-103.6833,89.6,scattered clouds,El rranchito michuacan de ocampos
488,Dalbandin,PK,28.8947,64.4101,79.38,clear sky,Sanjrani House
492,Ugoofaaru,MV,5.6667,73.0,82.71,clear sky,Ungoofaaru Inn
493,Taitung,TW,22.7583,121.1444,76.5,broken clouds,Taitung Bali Suites Hotel
494,Mercedes,AR,-34.6515,-59.4307,78.01,few clouds,Posada del Inti Centro
495,Porangatu,BR,-13.4408,-49.1486,82.45,overcast clouds,Wembley Park Hotel
497,Kudahuvadhoo,MV,2.6708,72.8944,83.23,clear sky,Niyama Private Islands Maldives
499,Maceio,BR,-9.6658,-35.7353,82.4,few clouds,Poutur Pousada
500,Minbu,MM,20.1833,94.8833,86.45,overcast clouds,Kaung Thar Guest House - Burmese Only
501,Thinadhoo,MV,0.5333,72.9333,83.19,scattered clouds,
506,Acapulco,MX,16.8634,-99.8901,89.6,clear sky,HS Hotsson Smart Acapulco
520,Accra,GH,5.556,-0.1969,84.2,scattered clouds,Accra City Hotel
522,Mapiripan,CO,2.8892,-72.1256,82.4,overcast clouds,Monserrate
523,Bambous Virieux,MU,-20.3428,57.7575,80.6,light rain,Casa Tia Villa
524,Port Antonio,JM,18.18,-76.4612,84.2,moderate rain,Trident Hotel
526,Tautira,PF,-17.7333,-149.15,82.4,light rain,Pension Oaoa
528,Biak,ID,-0.9131,122.8766,78.03,overcast clouds,Penginapan Kim
531,Cayenne,GF,4.9333,-52.3333,78.8,overcast clouds,Hôtel Le Dronmi
534,Pitimbu,BR,-7.4706,-34.8086,80.6,clear sky,Reserva do Abiaí
539,Iracoubo,GF,5.4802,-53.2011,78.94,overcast clouds,Le Gite D Iracoubo
540,Banda Aceh,ID,5.5577,95.3222,79.72,broken clouds,Sulthan Hotel International
544,Kendari,ID,-3.945,122.4989,76.23,overcast clouds,Hotel Wixel
551,Kandrian,PG,-6.2167,149.55,76.71,light rain,Kandrian Station
552,Tonantins,BR,-2.8731,-67.8022,82.08,moderate rain,Hotel Rei Davi
553,Manokwari,ID,-0.8667,134.0833,78.55,overcast clouds,Swiss Belhotel Manokwari
554,Koudougou,BF,12.25,-2.3667,89.82,clear sky,VAREK OCADES
560,Sikasso,ML,10.9167,-7.0,87.98,scattered clouds,
562,Makakilo City,US,21.3469,-158.0858,80.6,few clouds,Marriott's Ko Olina Beach Club
565,Nhulunbuy,AU,-12.2333,136.7667,75.2,overcast clouds,East Arnhem Real Estate
572,Cururupu,BR,-1.8283,-44.8683,82.06,overcast clouds,Pousada Través'cia
573,Dhadar,IN,28.3305,75.0632,76.59,clear sky,ढाढर
576,Doha,QA,25.2867,51.5333,75.2,clear sky,Doha Marriott Hotel
581,Inhambane,MZ,-23.865,35.3833,75.2,few clouds,Oceano
586,General Roca,AR,-39.0333,-67.5833,80.6,clear sky,Hotel y Casino del Río General Roca
587,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,82.4,moderate rain,Hotel GSA
589,Karhal,IN,27.0003,78.9414,75.83,clear sky,Ganga Bhavan
595,Wanning,CN,18.8003,110.3967,75.96,few clouds,Paradise Hotel
606,Sabratah,LY,32.7933,12.4885,82.22,overcast clouds,تقاطع اثار صبراتة
611,Moron,AR,-34.6534,-58.6198,78.01,clear sky,Hotel Morón
613,Abu Zabad,SD,12.35,29.25,80.17,clear sky,حامد محمد نور
620,Nova Russas,BR,-4.7067,-40.5631,81.43,overcast clouds,palace motel
625,Ocho Rios,JM,18.4025,-77.1048,79.0,few clouds,Rooms Ocho Rios Hotel
627,Tsabong,BW,-26.0217,22.401,79.41,clear sky,Springbok Motel
629,Longhua,CN,23.6137,114.1919,75.58,few clouds,Huadu Hotel
630,Naifaru,MV,5.4444,73.3657,82.27,clear sky,Naifaru Residence Guest House
633,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,80.89,few clouds,Crôa Mares Hotel
635,Bonoua,CI,5.2741,-3.595,84.2,few clouds,Hotel Bon Samaritian
638,Itarantim,BR,-15.6597,-40.0656,76.87,broken clouds,Pousada Buterfly
639,Inirida,CO,3.8653,-67.9239,87.6,overcast clouds,Fuente del Guania Hotel de Lujo
646,Topeka,US,39.0483,-95.678,75.99,clear sky,Capitol Plaza Hotel Topeka
651,Meulaboh,ID,4.1363,96.1285,76.23,heavy intensity rain,Kost Pria
